,0
0,0.6862745098039216
1,0.8333333333333334
2,0.2875
3,0.5869565217391305
4,0.575
5,0.8278688524590164
6,0.7959183673469388
7,0.2289156626506024
8,0.7608695652173914
9,0.7586206896551724
10,0.6607142857142857
11,0.2794759825327511
12,0.007407407407407408
13,0.00784313725490196
14,0.7049180327868853
15,0.5581395348837209
