Investigator: 
Recording Name: 20211220_optodox_D4_on_MEA_spontaneous
Description: 

Mean ISI within Burst - Std,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000402,,,,0.010086,,,,0.00053,,,,0.00827,,,,0.004664,,,,0.007746,,0.008181,,,,,,,,,,,,,,,,,,,,,,,,,0.010525,,,,,,,,0.01032,,,,,,,,0.010183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005412,,,,0.009967,,,,0.001801,,,,0.006034,,,,0.000692,,,,0.005628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010452,,,,,,,,0.01012,,,,,,,0.004021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008196,,,,,,,,0.0116,,,,,,,,0.011016,,,,,,,,,,,0.004981,0.00701,,0.008991,,,,,,,
Median ISI within Burst - Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008608,,,,0.033921,,,,0.008088,,,,0.0267,,,,0.014354,,,,0.026994,,0.036569,,,,,,,,,,,,,,,,,,,,,,,,,0.030572,,,,,,,,0.020184,,,,,,,,0.015284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016848,,,,0.022979,,,,0.010893,,,,0.016915,,,,0.009235,,,,0.017226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031864,,,,,,,,0.033158,,,,,,,0.041804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04502,,,,,,,,0.032076,,,,,,,,0.027831,,,,,,,,,,,0.039129,0.028253,,0.029336,,,,,,,
Median ISI within Burst - Std,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00054,,,,0.011801,,,,0.00071,,,,0.009556,,,,0.005607,,,,0.007874,,0.009044,,,,,,,,,,,,,,,,,,,,,,,,,0.012743,,,,,,,,0.011111,,,,,,,,0.010134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005193,,,,0.011835,,,,0.001906,,,,0.006925,,,,0.000861,,,,0.00608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012183,,,,,,,,0.010959,,,,,,,0.008383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008421,,,,,,,,0.013911,,,,,,,,0.013991,,,,,,,,,,,0.007255,0.0048,,0.011522,,,,,,,
Inter-Burst Interval - Avg (s),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.274425,,,,0.875272,,,,6.624369,,,,0.864208,,,,1.047153,,,,0.856751,,1.627721,,,,,,,,,,,,,,,,,,,,,,,,,1.035421,,,,,,,,0.992742,,,,,,,,1.092029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.855569,,,,0.790814,,,,2.271769,,,,0.90135,,,,4.91297,,,,0.990741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.230931,,,,,,,,1.521139,,,,,,,12.76793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.58432,,,,,,,,1.19853,,,,,,,,1.120126,,,,,,,,,,,7.0117,3.814717,,1.725128,,,,,,,
Inter-Burst Interval - Std (s),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.518138,,,,0.399409,,,,6.697683,,,,0.427181,,,,0.653567,,,,0.416277,,0.929926,,,,,,,,,,,,,,,,,,,,,,,,,0.496701,,,,,,,,0.864896,,,,,,,,1.087871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49802,,,,0.363808,,,,1.860494,,,,0.466066,,,,4.662005,,,,0.607166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.025221,,,,,,,,0.75151,,,,,,,11.803282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.263027,,,,,,,,0.626667,,,,,,,,0.656423,,,,,,,,,,,4.214082,1.77071,,1.069215,,,,,,,
Burst Frequency (Hz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165631,,,,1.142857,,,,0.15735,,,,1.151139,,,,0.960663,,,,1.167702,,0.612836,,,,,,,,,,,,,,,,,,,,,,,,,0.968944,,,,,,,,1.010352,,,,,,,,0.919255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.175983,,,,1.267081,,,,0.447205,,,,1.109731,,,,0.207039,,,,1.010352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.447205,,,,,,,,0.654244,,,,,,,0.074534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033126,,,,,,,,0.836439,,,,,,,,0.89441,,,,,,,,,,,0.140787,0.248447,,0.57971,,,,,,,
IBI Coefficient of Variation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.879465,,,,0.456326,,,,1.011067,,,,0.494303,,,,0.624137,,,,0.485878,,0.571306,,,,,,,,,,,,,,,,,,,,,,,,,0.479709,,,,,,,,0.871219,,,,,,,,0.996192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.582092,,,,0.460042,,,,0.818963,,,,0.517075,,,,0.948918,,,,0.61284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.459549,,,,,,,,0.494044,,,,,,,0.924448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.838649,,,,,,,,0.522863,,,,,,,,0.586027,,,,,,,,,,,0.601007,0.464178,,0.619789,,,,,,,
Normalized Duration IQR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.825871,,,,0.807018,,,,2.313618,,,,0.965517,,,,1.097744,,,,0.987654,,0.627451,,,,,,,,,,,,,,,,,,,,,,,,,0.819672,,,,,,,,1.072464,,,,,,,,1.101124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.009009,,,,0.693333,,,,1.49835,,,,0.837607,,,,1.150646,,,,0.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.610169,,,,,,,,0.634921,,,,,,,0.27027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.322581,,,,,,,,1.655172,,,,,,,,1.516484,,,,,,,,,,,0.264151,0.482759,,0.324324,,,,,,,
Burst Percentage,0,0,,,,0,0,0,,,,0,,,0,,0,,0,,0,,0,0,,0,,0,0,0,0,0,0,100,0,0,0,81.226466,0,0,0,99.990695,0,0,0,93.488529,0,0,0,98.777046,0,0,0,93.06005,0,79.831933,,0,0,0,,0,0,0,0,0,,0,,,,,,0,0,,,0,,,81.823235,0,0,0,,0,0,0,93.04926,0,0,0,,0,0,0,95.113478,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,0,,,0,0,,,,0,0,0,,,,,,,,,,0,,0,,0,0,0,,0,,,,,0,,,,,,,0,0,98.073133,0,0,0,91.933741,0,0,0,99.893885,0,0,0,98.459916,0,0,0,100,0,0,0,98.903879,0,0,,,,,0,0,,0,0,,,,0,,,0,,,,,0,,0,,,0,,,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,0,,,,0,,,,,,,,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.027322,0,0,0,0,0,0,0,75.799481,0,0,0,0,,0,24.519231,,,0,,,0,,,,0,0,0,,,,,0,,,,,,0,,0,,0,,,,,,0,,0,0,4.751131,0,0,0,0,0,0,0,88.490641,0,0,0,0,0,0,0,91.196013,0,0,0,0,0,,,,,0,93.277311,40.292276,0,57.907846,,,,0,,,0

