,0
0,0.92
1,0.7924528301886793
2,0.9141630901287554
3,0.8708133971291866
4,0.801980198019802
5,0.7816091954022989
6,0.98
7,0.673469387755102
8,0.6794871794871795
9,0.5379310344827586
10,1.0
11,0.7317073170731707
12,0.7804878048780488
13,0.9473684210526315
14,0.7741935483870968
15,0.7985611510791367
