,0
0,0.5
1,0.061946902654867256
2,0.05319148936170213
3,0.05952380952380952
4,0.5757575757575758
5,0.7777777777777778
6,0.5728155339805825
7,0.045454545454545456
8,0.5490196078431373
9,0.45161290322580644
10,0.5373134328358209
11,0.7666666666666667
12,0.5227272727272727
13,0.6785714285714286
14,0.5897435897435898
